amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_en,isFraud
506591.47,0,0,6123036.81,6629628.27,4,0
29832.27,0,0,0,0,3,0
9250.05,94574,85323.95,0,0,3,0
404258.68,286,0,419643.65,823902.34,1,0
304909.02,0,0,16183003.27,16487912.29,1,0
40920.98,0,0,0,0,3,0
20181.3,115024,94842.7,1536035.75,1537692.97,1,0
5765.16,38440.27,32675.12,0,0,3,0
11009.74,500507.22,489497.48,0,0,3,0
411.44,101778,101366.56,0,0,3,0
6992.65,0,0,0,0,3,0
438911.63,0,0,939361.56,1378273.19,1,0
273537.41,132,273669.41,0,0,0,0
315590.49,0,0,532280.16,847870.65,1,0
62480.8,43166,105646.8,415664.82,353184.02,0,0
107134.81,4676446.95,4783581.75,563416.07,456281.27,0,0
6101.12,132638,126536.88,0,0,3,0
1978.25,84312,82333.75,4904468.42,4906446.67,2,0
718172.22,0,0,2348397.15,3066569.38,4,0
266029.57,2733436.59,2999466.15,2580779.07,2314749.5,0,0
2537.55,6276.52,3738.97,0,0,3,0
325314.57,190,0,901493.04,1226807.6,1,0
1192117.1,0,0,1196022.18,2388139.28,4,0
1126780.92,0,0,6134256.33,7261037.25,4,0
48147.69,7627,0,0,48147.69,1,0
11118.16,380,0,0,0,3,0
221062.96,26039,247101.96,195555.34,0,0,0
2511765.88,272390.14,0,2995181.99,5506947.87,4,0
151246.06,17457,0,58981.85,210227.91,1,0
9181.76,0,0,0,0,3,0
156963.23,5530,162493.23,651000.04,494036.81,0,0
36263.14,7051197.05,7087460.19,889557.61,853294.47,0,0
69491.49,0,0,487263.11,556754.6,1,0
289712.64,6684,0,0,289712.64,1,0
155404.11,0,0,7783979.02,7939383.13,1,0
20526.09,0,0,0,0,3,0
6762.68,109,0,0,0,3,0
27820.8,0,0,0,0,3,0
565613.97,261228,0,284659.55,850273.52,1,0
47077.27,0,0,326075.27,373152.53,1,0
1464536.37,0,0,3825195.7,5289732.08,4,0
8413.43,105153,96739.57,0,0,3,0
11658.98,0,0,0,0,3,0
1731.61,102140,100408.39,0,0,3,0
209815.35,0,0,1446364.67,1656180.02,1,0
232294.29,41329,0,327561.51,559855.8,1,0
12080.49,0,0,0,0,3,0
586745.22,135887,0,0,586745.22,4,0
5732.01,0,0,0,0,3,0
114278.07,9293,0,0,114278.07,1,0
6159.5,11802,5642.5,0,0,3,0
1129.1,0,0,0,0,3,0
238219.11,25966.01,0,295802.25,534021.35,4,0
2938.01,0,0,0,0,3,0
106696.6,0,0,843918.46,950615.06,1,0
12968.4,0,0,0,0,3,0
6215.39,8207.57,1992.18,0,0,3,0
1033507.75,0,0,5384434.91,6417942.66,4,0
159165.11,23023,0,370708.96,529874.07,1,0
270863.26,15394,0,272270.37,543133.63,1,0
296670.47,4583140.44,4879810.91,13232600.11,12935929.64,0,0
1330545.19,0,0,2163008.97,3493554.16,4,0
2620.49,10435,7814.51,0,0,3,0
20764.09,40436,19671.91,0,0,3,0
221470.27,2007794.25,2229264.52,468052.56,246582.29,0,0
560734.91,0,0,1279102.45,1839837.36,1,0
824.14,0,0,0,0,3,0
9698.33,0,0,0,0,3,0
6205.27,0,0,0,0,3,0
36681.89,166762.48,130080.59,0,0,3,0
216019.05,19810,235829.05,5024733.97,4808714.92,0,0
6873.13,0,0,0,0,3,0
381249.25,0,0,1459572.19,1840821.45,4,0
35466.42,2048576.7,2084043.12,159549.33,124082.91,0,0
856568.35,66165,0,9730456.41,10587024.76,4,0
180979.35,11652,0,1494110.66,1675090.01,1,0
12171.31,0,0,421170.25,837474.09,1,0
157642.74,103429,261071.74,5915985.96,5758343.21,0,0
31784.01,0,0,197617.68,229401.7,1,0
351151.73,19909,0,887828.48,1238980.22,4,0
13894.39,289946.02,276051.63,0,0,3,0
122335.77,11723595.72,11845931.49,1904741.94,1782406.17,0,0
151390.87,0,0,252365.82,403756.69,1,0
8710.84,27880.38,19169.54,0,0,3,0
188684.82,0,0,393013.1,581697.92,4,0
124897.58,46398,0,1005937.08,1130834.66,1,0
65832.52,2672138.52,2737971.04,144036.29,78203.77,0,0
12909.15,204711,191801.85,0,0,3,0
256171.61,5347668.29,5603839.9,5257272.83,5001101.22,0,0
153927.53,6999.49,0,1637204.97,1791132.5,1,0
250983.19,8170743.89,8421727.08,1685233.94,1434250.75,0,0
131731.36,0,0,289434.34,421165.7,4,0
130086.66,1239,0,0,130086.66,1,0
42038.08,434482,392443.92,0,42038.08,1,0
92302.24,3652691.81,3744994.06,398498.54,306196.3,0,0
5194.66,0,0,0,0,3,0
4425.16,268,0,0,0,3,0
227738.8,9048,0,17790.9,245529.7,1,0
118136.18,0,118136.18,316883.01,198746.83,0,0
95893.34,0,0,546934.11,642827.44,1,0
225230.89,16188,241418.89,618436.09,393205.2,0,0
358436.13,8785723.55,9144159.68,1210535.39,852099.26,0,0
275963.05,61058,337021.05,0,0,0,0
46533.22,0,0,13023720.71,13070253.93,1,0
81823.82,20880,0,0,81823.82,1,0
14138.37,15812,1673.63,0,0,3,0
92695.84,0,0,479247.3,571943.14,1,0
1103617.89,14084.14,0,5260226.06,6363843.95,4,0
291443.87,0,0,320823.73,612267.61,1,0
286961.06,0,0,429986.88,716947.94,1,0
14753.25,46489.02,31735.77,0,0,3,0
5652.69,0,0,0,0,3,0
165315.05,471508,306192.95,0,165315.05,1,0
297425.36,0,0,1449846.69,1747272.05,1,0
1571.75,104861.33,103289.58,0,0,3,0
199678.53,0,0,294714.96,494393.49,1,0
212789.57,95898,0,896871.32,1109660.89,1,0
15616.43,0,0,0,0,3,0
12978.23,228305,215326.77,0,0,3,0
102004.7,0,0,1234316.91,1336321.61,4,0
402127.07,135670,537797.07,2352386.11,2236738.2,0,0
167706.43,0,167706.43,1902325.23,1734618.81,0,0
1316703.51,183,0,166741803.9,168058507.4,4,0
130879.06,0,0,134574.18,265453.24,1,0
88774.38,31812.79,0,1074110.24,1162884.62,1,0
275887.11,2075745.64,2351632.75,308542.57,32655.46,0,0
13090.05,80315,67224.95,0,0,3,0
492453.66,74482,0,0,492453.66,1,0
7932.99,103327,95394.01,0,0,3,0
851259.58,0,0,4362716.48,5213976.06,4,0
3285.21,0,0,0,0,3,0
15171.55,14216454.48,14231626.03,39362.58,24191.02,0,0
149136.36,25119284.99,25268421.35,3931052.59,4012827.55,0,0
109131.79,0,0,995661.96,1937581.53,1,0
255574.92,116202,0,476722.57,732297.48,1,0
2183.81,208723.41,206539.6,0,0,3,0
1996.28,65390,63393.72,0,0,3,0
41867.62,20364,0,751815.67,793683.29,1,0
196586.45,24257,0,144353.48,340939.94,1,0
17976.86,111147,93170.14,0,0,3,0
45103.65,11220667.98,11265771.62,64694.79,19591.15,0,0
700368.77,0,0,1705997.54,2406366.31,1,0
10243.13,0,0,0,0,3,0
25744.71,30929,56673.71,21318.48,0,0,0
257915.21,0,0,1108599.1,1366514.31,1,0
314941,67152,382093,7029689.48,6714748.48,0,0
35278.79,51976,16697.21,0,0,3,0
36619,125889.98,162508.98,5128038.77,5091419.77,0,0
109505.46,0,0,9593122.9,9702628.37,1,0
38744.54,15823,0,4670736.71,4709481.25,1,0
306244.8,23550,0,325984.98,1248847.44,1,0
102275.08,0,0,373600.77,475875.84,1,0
20943.06,51303,30359.94,0,0,3,0
126950.91,1997212.32,2124163.23,1091231.39,483173.63,0,0
474318.92,10525,0,12471674.18,12945993.11,1,0
165077.93,8040,173117.93,892653.31,727575.38,0,0
55083.7,0,0,5301536.28,5112192.45,1,0
84297.63,12653033.99,12737331.62,5983381.79,5899084.15,0,0
136731.02,4372072.01,4508803.03,662197.62,525466.6,0,0
201765.1,3193,204958.1,55781.77,0,0,0
636877.13,0,0,4817143.29,5454020.42,1,0
7818.07,81588.6,73770.53,72994.05,80812.13,1,0
305598.82,183430,489028.82,3064074.04,2758475.22,0,0
240367.5,2412820.44,2653187.94,3109141.32,2868773.82,0,0
9089.15,36375,27285.85,0,0,3,0
121003.97,0,0,4153679.74,4274683.71,1,0
4963.3,132,0,0,0,3,0
116433.61,853963,737529.39,5020135.06,5136568.67,1,0
8391.83,0,0,5912273.68,6029420.54,4,0
208364.48,19854,0,5085.66,213450.15,1,0
3203.42,0,0,0,0,3,0
207429.6,1171,0,155187.4,362617,1,0
153428.06,288173,134744.94,4218353.99,4085305.03,1,0
147259.6,123628,270887.6,1008626.74,861367.13,0,0
27396.86,6511453.6,6538850.46,61327.65,33930.8,0,0
137718.36,0,0,366720.37,730548.37,1,0
3288.13,79861,76572.87,0,0,3,0
10124.69,0,0,0,0,3,0
70599.52,12,0,3418721.42,3489320.94,1,0
845.04,12543,11697.96,0,0,3,0
52585.13,20191,0,0,52585.13,1,0
112605.2,13111,0,168283.89,280889.09,1,0
406921.64,745,0,188748.44,595670.08,1,0
10385.29,0,0,0,0,3,0
190021.73,0,0,525688.16,1708236.69,1,0
1209444.33,0,0,2721823.51,3931267.84,4,0
70534.49,137352,66817.51,69574.3,140108.8,1,0
369435.73,416131,785566.73,0,0,0,0
7701.62,5814,0,0,0,3,0
19763.98,16727.59,0,0,0,3,0
15289.16,102373,87083.84,0,0,3,0
119171.87,77690.22,0,223632.79,342804.66,1,0
292001.17,464,292465.17,0,0,0,0
1916.84,42833.11,40916.27,0,0,3,0
372667.36,5533,0,601226.43,973893.79,1,0
269235.22,107972,377207.22,2767734.75,4000325.89,0,0
12021.66,961,0,0,0,3,0
59891.12,0,0,214921.73,274812.84,1,0
386487.37,11153166.88,11539654.24,530550.56,144063.19,0,0
17221.3,29090,11868.7,0,0,3,0
92130.22,41699,0,2146522.15,2238652.37,1,0
241025.14,0,0,1669775.52,1910800.66,1,0
615125.17,1049318.07,1664443.23,1184694.09,222712.02,0,0
74350.83,1222193.33,1296544.17,1348545.85,1274195.02,0,0
1816.35,20025,18208.65,0,0,3,0
1884.56,5572,3687.44,2237913.97,2239798.53,1,0
138732.24,0,0,290875.14,429607.37,1,0
28838.86,0,0,0,0,3,0
69461.78,104323,34861.22,11088659.46,11158121.25,1,0
29340.55,3051839.8,3081180.35,540497.78,511157.24,0,0
12878.21,12095,0,0,0,3,0
427038.74,39624,466662.74,0,0,0,0
16029.44,0,0,0,0,3,0
20028.39,1181404.7,1201433.09,681435.51,661407.12,0,0
2385.62,0,0,0,0,3,0
86940.14,54226,0,0,0,3,0
83389.72,1163768.26,1247157.98,495523.65,412133.93,0,0
266910.41,5097366.94,5364277.35,18769863.5,18502953.09,0,0
345538.19,160212,0,647177.33,992715.52,1,0
61299.19,4224933.93,4286233.12,983304.26,922005.07,0,0
172389.5,0,0,1074836.03,1247225.53,1,0
5681.92,68413.31,62731.39,0,0,3,0
421023.04,0,0,4293473.35,4714496.39,1,0
13053.7,0,0,0,0,3,0
207.32,0,0,0,0,3,0
22935,288498.29,265563.3,200132.33,225880.16,1,0
204341.77,15017,219358.77,969431.8,765090.03,0,0
13115.45,0,0,0,0,3,0
80283.56,7113,0,0,80283.56,1,0
12982.64,5063,0,0,0,3,0
5686.41,0,0,0,0,3,0
168637.42,0,0,243581.23,412218.66,1,0
208366.27,28086,0,49131.73,257498,1,0
3411.77,207115.79,203704.02,0,0,3,0
178716.14,100134,0,73731.53,252447.67,1,0
1338.02,55631,54292.98,0,0,3,0
314919.48,0,0,392163.07,581404.4,1,0
302180.65,0,0,1896505.7,2198686.35,1,0
239592.52,3034,0,36862898.07,37102490.59,1,0
279859.5,8546,288405.5,63407.42,0,0,0
5772.36,0,0,0,0,3,0
16421.37,145416.48,128995.11,0,0,3,0
3816.9,174621.63,170804.74,0,0,3,0
380969.73,101638,0,360340.98,741310.71,1,0
300806.18,0,0,11641513.28,11942319.46,1,0
249049.74,129311.68,0,264034.39,513084.13,1,0
144291.97,19944,0,561688.82,705980.79,1,0
5806.91,100417,94610.09,0,0,3,0
320370.95,756868.69,1077239.64,1168685.74,848314.79,0,0
24420.77,23701,0,0,0,3,0
229513.09,797560.97,1027074.06,418581.97,189068.89,0,0
50659.64,4115873.75,4166533.39,135495.04,84835.4,0,0
103838.49,135,0,80470.6,184309.09,1,0
12438.13,0,0,0,0,3,0
4418.04,48243.92,43825.88,0,0,3,0
9174.73,0,0,936769.17,945943.9,1,0
417695.22,0,0,552025.11,969720.33,1,0
108359.48,0,0,1022721.69,1131081.17,1,0
9170.97,39960,30789.03,0,0,3,0
17420.96,96797.68,79376.73,0,0,3,0
181.19,87302.44,87121.25,0,0,3,0
202789.99,3021388.78,3224178.78,660592.29,457802.3,0,0
13198.54,23060,9861.46,0,0,3,0
84898.99,26114,111012.99,3285155.34,3200256.36,0,0
18144.21,407352,389207.79,0,0,3,0
407021.14,761454.98,1168476.12,2046237.84,1699173,0,0
366104.9,83596,0,15195,381299.9,1,0
151767.49,1486,153253.49,103949.5,0,0,0
308449.12,0,0,7692543.62,8000992.74,1,0
165163.5,29515,0,907579.11,568399.97,1,0
70276.38,0,0,1458010.67,1528287.05,1,0
29462.03,0,0,548449.75,577911.78,1,0
250457.17,0,0,550951.85,1019549.81,1,0
320620.39,21307,0,113466.26,434086.65,1,0
989.3,0,0,0,0,3,0
14945.22,180594.96,165649.74,0,0,3,0
45760.93,0,0,0,0,3,0
26144.73,23165,49309.73,679129.22,652984.49,0,0
115891.37,19743,0,0,115891.37,1,0
401949.25,0,0,435349.02,837298.27,1,0
424,0,0,0,0,3,0
25632.28,0,0,0,0,3,0
2634.42,21349,18714.58,0,0,3,0
2927351.55,0,0,4118101.83,7045453.38,4,0
106682.1,0,0,5914070.6,6020752.7,1,0
67082.58,0,0,1813962.03,1881044.61,1,0
123673.14,5800,129473.14,154,0,0,0
428188.11,0,0,471787.84,1201833.56,4,0
54172.21,915132.34,969304.56,412175.98,315441.73,0,0
6536.04,3053,0,0,0,3,0
1420.6,0,0,0,0,3,0
224512.68,60652,0,1473553.42,1698066.09,1,0
2974.09,11591,8616.91,0,0,3,0
11317.15,80611.57,69294.42,0,0,3,0
25933.19,0,0,0,0,3,0
183338.43,172,183510.43,151944.37,0,0,0
192033.94,7564,0,240696.95,432730.89,1,0
18546.27,0,0,2230897.31,2249443.58,1,0
10907.11,31038,20130.89,0,0,3,0
223.23,20172,19948.77,0,0,3,0
48067.22,4043,0,0,48067.22,1,0
152247.63,0,0,296963.27,834320.06,1,0
197225.64,0,0,673116.9,870342.55,1,0
239696.62,0,0,1348849.71,1588546.32,1,0
100270.69,14532,0,1109103.15,1388955.66,1,0
794914.19,1228,0,355979.68,1150893.87,1,0
29159.51,0,0,14676701.27,14705860.78,1,0
336359.29,0,0,1846817.84,2307256.5,1,0
315857.55,8851.85,0,9058353.64,9374211.19,1,0
148899.84,545810.89,694710.73,430685.79,281785.95,0,0
143293.19,22660551.28,22803844.47,447329.66,304036.48,0,0
268851.8,220431,0,1641753.59,1910605.4,1,0
1900.36,2,0,657096.53,375567.91,2,0
3281.86,0,0,0,0,3,0
2391.83,0,0,0,0,3,0
161828.84,0,0,1665020.94,1826849.78,4,0
615613.14,0,0,816450.56,1432063.7,4,0
181184.74,0,0,6074934.75,6256119.49,1,0
208416.47,1176190.88,1384607.35,922924.12,714507.66,0,0
46955.38,10039,0,0,0,3,0
190425.77,0,0,550689.87,741115.63,1,0
166804.33,25377795.2,25544599.54,1664545.61,1497741.28,0,0
49078.79,0,0,2529380.91,2578459.7,1,0
176.77,0,0,0,0,3,0
2806.23,8826.86,6020.63,0,0,3,0
63840.45,51530,0,6613251.89,6677092.34,1,0
136303.69,25162,161465.69,0,0,0,0
288134.78,0,0,661611,949745.78,1,0
66040.97,9914438.93,9980479.89,679407.29,613366.32,0,0
208082.29,19489.54,0,7865075.49,8012123.04,1,0
163867.95,0,0,4402314.57,4566182.52,4,0
112709.65,6347578.17,6460287.82,561106.47,448396.82,0,0
260653.58,52647,0,0,260653.58,1,0
42985.62,7347.16,0,0,0,3,0
7402.35,0,0,0,0,3,0
9618.14,20759,11140.86,0,0,3,0
1332.63,473791.08,472458.45,0,0,3,0
12130.54,793473,781342.46,0,0,3,0
41298.96,37838.78,0,81368.7,122667.66,1,0
60837.62,3127,0,0,60837.62,1,0
14545.46,22124,7578.54,0,0,3,0
103833.31,6197377.98,6301211.29,245566.61,422258.77,0,0
14346.86,0,0,0,0,3,0
125283.17,3114832.07,3240115.24,619337.07,494053.9,0,0
33262.42,40844,7581.58,0,0,3,0
270478.21,0,0,423881.89,694360.09,1,0
2201.11,639257.44,641458.55,25140,22938.89,0,0
336219.54,0,0,876305.91,1212525.45,1,0
752503.21,0,0,1177862.99,1930366.2,4,0
384.94,50622,50237.06,0,0,3,0
283725.5,0,0,3298327.67,3582053.18,1,0
3110785.86,0,0,13609334.74,16720120.6,4,0
269655.38,0,0,1696622.58,1966277.97,1,0
22001.28,3227121.6,3249122.88,1689709.63,1667708.35,0,0
50887.51,31125,0,0,0,3,0
6287.91,0,0,227347.99,233635.9,1,0
28646.56,21880,0,0,0,3,0
13128.41,0,0,0,0,3,0
6982.94,0,0,0,0,3,0
109978.7,6871,0,246963.84,356942.54,1,0
1508.66,0,0,10892809.42,10894318.08,1,0
12518.05,214643.65,202125.6,0,0,3,0
1802.24,159,0,0,98059.67,1,0
71954.82,0,0,564180.33,636135.15,1,0
16280.7,0,0,0,0,3,0
121061.17,95859.74,0,3201415.74,3188428.51,1,0
1074260.57,0,0,4485815.21,5560075.78,4,0
3611.95,1475794.94,1479406.9,203413.36,199801.4,0,0
172590.28,0,0,707107.04,879697.32,4,0
18959.76,27996.17,9036.41,0,0,3,0
9805.27,22576,12770.73,0,0,3,0
13311.59,5009,0,0,0,3,0
299089.6,39955,0,0,299089.6,1,0
225437.4,20796,246233.4,0,159718.41,0,0
417442.3,175068.18,592510.48,1636846.43,1219404.13,0,0
245435.05,45506,0,795220.23,756312.01,1,0
6772.95,16987,10214.05,0,0,3,0
108079.29,0,0,3066910.71,3174989.99,1,0
575074.15,512,0,197440.05,772514.21,4,0
253654.59,1748,0,1088726.13,1342380.72,4,0
226213.72,1149918.07,1376131.79,3284647.33,3058433.62,0,0
57181.49,1887473.49,1944654.98,151758.77,94577.28,0,0
12306.44,212236.78,199930.34,0,0,3,0
173844.58,39945,0,201678.37,375522.96,1,0
222230.61,375513.19,597743.79,893180.8,670950.2,0,0
377475.36,38975,0,0,377475.36,1,0
45124.69,3529895.1,3575019.79,79175.91,34051.21,0,0
17363.79,22632,5268.21,0,0,3,0
4965.16,33697,28731.84,104613.29,109578.44,2,0
30177.54,0,0,0,0,3,0
296925.18,0,0,610776.24,907701.42,1,0
95118.03,82364,0,904523.56,999641.59,1,0
439679.1,0,0,638651.56,1078330.66,4,0
43033.6,18841682.78,18884716.38,110563,67529.4,0,0
5550.58,0,0,0,0,3,0
388198.14,392707.67,4509.53,23557131.04,23945329.18,4,0
9886.69,102330,92443.31,0,0,3,0
73979.54,1693542.39,1767521.92,700614.98,649113.84,0,0
45932.62,23283,0,0,0,3,0
219170.63,7768,226938.63,0,0,0,0
2200547.25,21443,0,403455.58,2604002.83,4,0
152460.32,24956,0,0,152460.32,1,0
414336.96,0,0,846861.38,1261198.35,4,0
38894.96,0,0,1601852.78,1640747.75,4,0
305001.46,21062,0,0,305001.46,1,0
4515.26,180256,175740.74,0,0,3,0
163925.84,5531,169456.84,797019.14,633093.3,0,0
3390.38,0,0,0,0,3,0
11051.35,0,0,0,0,3,0
54044.91,21029,75073.91,0,0,0,0
194803.51,28191,222994.51,80084.75,0,0,0
294295.88,0,0,1432982.14,1727278.02,4,0
198021.82,21684,219705.82,0,0,0,0
88804.08,88466,0,0,88804.08,1,0
173561.49,50993,0,0,173561.49,1,0
22890.75,2748325.29,2771216.04,135161.1,112270.35,0,0
27887.24,0,0,0,0,3,0
269636.33,0,0,393737.58,663373.91,1,0
182421.75,1488,0,501739.94,684161.69,1,0
257831.44,0,0,793840.32,1051671.76,1,0
143096.99,170,0,0,143096.99,1,0
287217.98,5040,0,100145.01,387363,1,0
2997.97,0,0,0,0,3,0
451822.02,6992285.78,7444107.81,1106812.76,654990.74,0,0
451726.55,5300,457026.55,119482.06,0,0,0
6319.44,0,0,0,0,3,0
80068.36,0,0,827626.78,907695.14,1,0
158123.38,0,0,368661.3,526784.67,1,0
3780.34,0,0,0,0,3,0
64842.75,9477004.08,9541846.83,172688.47,107845.72,0,0
13496.18,101648,88151.82,0,0,3,0
259976.73,0,0,485634.56,745611.29,1,0
11486.1,45072,33585.9,0,0,3,0
9219.32,29961.56,20742.25,0,0,3,0
66837.87,155855.61,89017.74,1379272.57,1446110.44,1,0
658.49,1624,965.51,0,0,3,0
3091.29,51061,47969.71,0,0,3,0
122080.53,565,0,0,122080.53,1,0
6985.25,60638.44,53653.19,0,0,3,0
101373.89,25757,0,0,101373.89,1,0
26265.64,0,0,0,0,3,0
107301.34,9823591.82,9930893.16,220464.7,113163.36,0,0
248352,0,0,1834258.56,2082610.57,1,0
594.72,0,0,0,0,3,0
1783.96,52172,50388.04,0,0,3,0
4563.37,12588,8024.63,0,0,3,0
270119.43,0,0,3267047.52,3537166.95,1,0
80631.26,9862333.54,9942964.8,139792.84,59161.58,0,0
14653.4,0,0,0,0,3,0
23596.71,0,0,0,0,3,0
17433.66,50478,67911.66,907565.86,890132.19,0,0
37436.61,32991,70427.61,620822.21,583385.6,0,0
153189.82,14678357.29,14831547.11,1540394.93,1387205.11,0,0
100284.95,7265397.67,7365682.62,3112874.77,3012589.82,0,0
134881.13,2276801.35,2411682.48,576542.71,441661.58,0,0
40520.12,1141,41661.12,0,0,0,0
910.98,586680.09,585769.1,0,0,3,0
10447.04,0,0,0,0,3,0
3476.47,13276,9799.53,0,0,3,0
832.5,0,0,0,0,3,0
4776.04,262773.95,267549.99,953551.28,948775.24,0,0
95064.14,554054.61,458990.47,0,95064.14,1,0
313589.56,2852279.72,3165869.27,9578131.35,9264541.79,0,0
285918.58,7078,0,0,285918.58,1,0
248280.3,0,0,5163113.55,5411393.85,4,0
183845.3,0,0,216918.52,400763.82,4,0
173786.4,30248,204034.4,4894704.19,4720917.8,0,0
696537.68,0,0,1131921.58,2512223.35,4,0
230239.49,24544,0,2009577.76,2239817.25,1,0
2297122.69,0,0,2801082.15,5098204.84,4,0
95187.73,441,95628.73,1041473.24,946285.51,0,0
136053.92,310250.85,174196.92,2430157.32,2566211.24,1,0
168385.29,10561747.72,10730133.02,1384520.39,1216135.1,0,0
18095.32,0,0,0,0,3,0
14721.07,5074,0,0,0,3,0
38765.1,300947,262181.9,4456652.4,5253683.89,4,0
164383.18,15477,179860.18,0,0,0,0
343768.79,3086,0,140199.13,483967.92,1,0
57461.52,11050,68511.52,0,0,0,0
149884.29,114029,0,710842.82,860727.11,1,0
2099487.78,0,0,2279003.56,4378491.34,4,0
40746.71,36377,77123.71,0,0,0,0
147367.47,2326562.52,2473929.98,304714.56,157347.09,0,0
36802.96,0,0,882574.24,919377.19,1,0
16342.22,0,0,1321763.52,1338105.75,1,0
1391.54,250944,249552.46,0,0,3,0
1279129.24,31,0,141507.88,1420637.12,4,0
8319.61,61467,53147.39,0,0,3,0
138188.42,4295192.4,4433380.82,621915.72,483727.3,0,0
207876.39,22297,0,92560.6,300436.99,1,0
179336.41,11322,190658.41,0,0,0,0
72120.43,158121,86000.57,0,0,3,0
130268.11,0,0,199671.61,329939.72,1,0
3715.9,145624.65,141908.75,0,0,3,0
3074.49,0,0,0,0,3,0
457081.53,0,0,465695.86,922777.39,4,0
5147.47,673,0,0,0,3,0
31972.14,11961,0,0,0,3,0
49544.13,0,0,0,0,3,0
159577.36,912828.33,1072405.69,558017.38,398440.02,0,0
1670.58,50501.04,48830.46,0,0,3,0
1024.34,100247,99222.66,0,0,3,0
410789.42,8239467.28,8650256.7,9619149.28,9208359.86,0,0
74543.73,176214,101670.27,3543803.36,3618347.09,1,0
51395.67,20610,0,213210.16,264605.82,1,0
5636.29,79463,73826.71,0,0,3,0
24723.95,0,0,0,0,3,0
32886.78,20297,0,0,32886.78,1,0
3360.21,0,0,0,0,3,0
20105.85,48009,68114.85,848679.87,828574.03,0,0
95872.86,0,0,1041950.38,1137823.25,1,0
265596.73,60167,0,0,265596.73,1,0
17130.55,0,0,0,0,3,0
188334.28,0,0,210197.27,398531.55,1,0
151017.81,390368,239350.19,0,151017.81,1,0
23444.5,0,0,2561673.78,2585118.28,1,0
393574.93,54385,447959.93,0,0,0,0
218826.48,155928,0,1688222.81,2465317.43,1,0
389173.68,6211147.2,6600320.88,970700.99,581527.31,0,0
222401,466807.48,244406.47,72009.76,294410.76,1,0
1901476.77,493408,0,1574271.84,3475748.61,4,0
45351.64,92317,137668.64,6128.42,0,0,0
58930.84,1186556.61,1245487.45,91973.49,33042.65,0,0
49654.27,13745322.24,13794976.51,495201.15,445546.88,0,0
297906.38,52802,350708.38,0,0,0,0
93983.34,92044,0,0,93983.34,1,0
207574.12,23384.97,230959.09,215231.79,7657.66,0,0
224894.96,19760677.47,19985572.43,1314847.51,1089952.56,0,0
204438.58,0,0,360704.69,565143.27,1,0
6212.82,38959.33,32746.5,0,0,3,0
123416.63,0,0,4001871.97,4125288.6,1,0
472465.55,0,0,2990623.22,3463088.78,1,0
26937.35,69900,96837.35,746833.75,719896.41,0,0
15310.86,160291,144980.14,0,0,3,0
109143.31,13365,122508.31,15231,0,0,0
1843632.29,57272,0,54508.68,1898140.98,4,0
1740.74,2985,1244.26,1423414.1,1425154.84,2,0
3452754.38,0,0,16330454.75,19783209.12,4,0
2821.33,5994,3172.67,0,0,3,0
127642.13,6406674.88,6534317.01,2065898.45,1938256.31,0,0
40913.38,0,0,13002277.17,13043190.56,1,0
18491.07,0,0,0,0,3,0
600618.37,0,0,10910648.39,11511266.76,4,0
325140.5,0,0,867922.48,1193062.98,1,0
6321120.73,0,0,9462205.05,15783325.78,4,0
745435.49,63363,0,0,745435.49,4,0
4313.87,72084,67770.13,0,0,3,0
130516.04,29417.29,0,4613175.43,4743691.48,1,0
66165.04,102667,36501.96,1126925.46,1193090.51,1,0
30179.11,0,0,0,0,3,0
176028.05,8214520.15,8390548.2,209760.96,33732.9,0,0
81447.3,9835758.03,9917205.32,442573.65,247747.01,0,0
30868.44,0,0,925061.97,955930.4,1,0
39466.43,1074,0,0,0,3,0
119155.14,0,0,797793.95,838228.14,1,0
179084.18,148645,327729.18,98931.6,0,0,0
457744.82,17584418.03,18042162.85,3789877.83,3332133.01,0,0
157394.84,16626.21,0,572364.62,729759.46,1,0
21.8,153328,153306.2,0,0,3,0
258949.73,30326,0,34584.24,404040.63,1,0
83124.08,81632,0,0,83124.08,1,0
191605.51,13732,0,691529.81,883135.32,1,0
14960.83,0,0,0,0,3,0
336936.05,475706.3,812642.35,8262025.93,7925089.88,0,0
10024.54,15489,5464.46,0,0,3,0
4060.66,0,0,365731.84,369792.5,1,0
1123.13,5082,3958.87,0,0,3,0
41226.68,4194732.02,4235958.7,1177080.5,1066337.5,0,0
36511.51,0,0,0,0,3,0
102635.62,0,0,145837.72,248473.33,1,0
25545.3,18728.91,0,0,0,3,0
238882.76,53291,0,10554.06,249436.82,1,0
249023.87,4172,253195.87,229332.97,0,0,0
7405.54,0,0,0,0,3,0
206448.21,261994.81,55546.59,862205.8,1068654.02,1,0
611402.86,0,0,13035620.5,13647023.36,1,0
118316.3,33103,0,0,118316.3,1,0
13952.11,0,0,0,0,3,0
29226.33,0,0,0,0,3,0
45128.82,34979,0,0,0,3,0
49257.27,5222675.59,5271932.86,418898.3,369641.03,0,0
182145,19649,0,132374.87,314519.87,1,0
358367.54,296836.35,655203.89,424960.82,66593.28,0,0
378230.27,0,0,378578.95,756809.22,4,0
270478.9,1242,0,46151.66,316630.55,1,0
237980.65,13433,251413.65,5320503.43,5218538.3,0,0
195522.11,0,0,533469.05,728991.16,1,0
